时间,商品名称,库存变化,单笔销量
2026-03-27 16:38:00,A-韩国地址,-152->-153,1
2026-03-27 16:38:00,B-韩国地址,-99->-100,1
2026-03-27 16:38:00,C-韩国地址,-109->-110,1
2026-03-27 16:38:44,C-日本地址,-36->-38,2
2026-03-27 16:39:06,A-日本地址,-49->-51,2
2026-03-27 16:39:06,A-韩国地址,-153->-156,3
2026-03-27 16:39:06,B-韩国地址,-100->-101,1
2026-03-27 16:39:06,C-韩国地址,-110->-112,2
2026-03-27 16:40:02,B-国际地址,-5->-6,1
2026-03-27 16:40:13,A-国际地址,-9->-10,1
2026-03-27 16:40:13,A-韩国地址,-156->-157,1
2026-03-27 16:40:13,B-韩国地址,-101->-103,2
2026-03-27 16:40:13,C-韩国地址,-112->-113,1
2026-03-27 16:40:24,C-国际地址,-5->-6,1
2026-03-27 16:42:25,A-韩国地址,-157->-160,3
2026-03-27 16:42:25,B-韩国地址,-103->-104,1
2026-03-27 16:42:25,C-韩国地址,-113->-114,1
2026-03-27 16:44:38,A-韩国地址,-160->-159,-1
2026-03-27 16:44:38,B-韩国地址,-104->-103,-1
2026-03-27 16:44:38,C-韩国地址,-114->-113,-1
2026-03-27 16:45:44,A-国际地址,-10->-12,2
2026-03-27 16:46:50,A-中国地址,-14->-16,2
2026-03-27 16:46:50,B-韩国地址,-103->-101,-2
2026-03-27 16:46:50,C-韩国地址,-113->-112,-1
2026-03-27 16:47:01,C-中国地址,-13->-14,1
2026-03-27 16:47:56,A-中国地址,-16->-14,-2
2026-03-27 16:47:56,A-韩国地址,-159->-160,1
2026-03-27 16:47:56,B-韩国地址,-101->-103,2
2026-03-27 16:47:56,C-韩国地址,-112->-113,1
2026-03-27 16:48:07,C-中国地址,-14->-13,-1
2026-03-27 16:49:02,A-韩国地址,-160->-159,-1
2026-03-27 16:50:09,A-韩国地址,-159->-157,-2
2026-03-27 16:50:09,B-韩国地址,-103->-101,-2
2026-03-27 16:50:09,C-韩国地址,-113->-110,-3
2026-03-27 16:51:15,A-韩国地址,-157->-159,2
2026-03-27 16:51:59,B-国际地址,-6->-9,3
2026-03-27 16:52:10,C-国际地址,-6->-9,3
2026-03-27 16:52:21,A-国际地址,-12->-14,2
2026-03-27 16:52:21,A-韩国地址,-159->-160,1
2026-03-27 16:52:21,B-韩国地址,-101->-103,2
2026-03-27 16:52:21,C-韩国地址,-110->-112,2
2026-03-27 16:53:05,B-国际地址,-9->-10,1
2026-03-27 16:53:16,B-日本地址,-39->-40,1
2026-03-27 16:53:16,C-日本地址,-38->-39,1
2026-03-27 16:53:27,A-日本地址,-51->-52,1
2026-03-27 16:53:39,C-中国地址,-13->-14,1
2026-03-27 16:56:46,A-韩国地址,-160->-161,1
2026-03-27 16:56:46,B-韩国地址,-103->-105,2
2026-03-27 16:56:46,C-韩国地址,-112->-113,1
2026-03-27 17:00:04,A-韩国地址,-161->-162,1
2026-03-27 17:01:11,A-韩国地址,-162->-164,2
2026-03-27 17:01:11,B-韩国地址,-105->-107,2
2026-03-27 17:02:07,C-韩国地址,-113->-114,1
2026-03-27 17:02:18,A-韩国地址,-164->-165,1
2026-03-27 17:03:24,A-韩国地址,-165->-166,1
2026-03-27 17:03:46,C-日本地址,-39->-40,1
2026-03-27 17:03:57,B-国际地址,-10->-12,2
2026-03-27 17:04:08,B-日本地址,-40->-42,2
2026-03-27 17:04:08,C-韩国地址,-114->-113,-1
2026-03-27 17:04:19,A-国际地址,-14->-16,2
2026-03-27 17:04:19,C-国际地址,-9->-10,1
2026-03-27 17:04:30,A-日本地址,-52->-53,1
2026-03-27 17:04:30,A-韩国地址,-166->-164,-2
2026-03-27 17:04:30,B-韩国地址,-107->-105,-2
2026-03-27 17:05:03,B-国际地址,-12->-13,1
2026-03-27 17:05:25,A-国际地址,-16->-17,1
2026-03-27 17:05:25,C-国际地址,-10->-12,2
2026-03-27 17:05:36,A-中国地址,-14->-16,2
2026-03-27 17:05:36,C-中国地址,-14->-16,2
2026-03-27 17:05:58,B-中国地址,-12->-13,1
2026-03-27 17:06:31,A-国际地址,-17->-16,-1
2026-03-27 17:06:31,C-国际地址,-12->-10,-2
2026-03-27 17:06:42,A-日本地址,-53->-56,3
2026-03-27 17:07:04,B-国际地址,-13->-12,-1
2026-03-27 17:07:04,C-日本地址,-40->-43,3
2026-03-27 17:07:26,B-日本地址,-42->-43,1
2026-03-27 17:08:44,C-国际地址,-10->-12,2
2026-03-27 17:10:02,A-日本地址,-56->-57,1
2026-03-27 17:12:16,A-日本地址,-57->-58,1
2026-03-27 17:15:03,C-韩国地址,-113->-114,1
2026-03-27 17:18:56,A-日本地址,-58->-60,2
2026-03-27 17:20:03,A-日本地址,-60->-61,1
2026-03-27 17:20:14,B-日本地址,-43->-44,1
2026-03-27 17:20:47,C-日本地址,-43->-44,1
2026-03-27 17:21:10,A-韩国地址,-164->-165,1
2026-03-27 17:21:21,B-韩国地址,-105->-107,2
2026-03-27 17:21:43,C-韩国地址,-114->-116,2
2026-03-27 17:22:16,A-日本地址,-61->-60,-1
2026-03-27 17:22:16,A-韩国地址,-165->-166,1
2026-03-27 17:22:28,B-韩国地址,-107->-108,1
2026-03-27 17:22:50,C-韩国地址,-116->-117,1
2026-03-27 17:23:01,C-日本地址,-44->-43,-1
2026-03-27 17:23:23,A-韩国地址,-166->-168,2
2026-03-27 17:23:57,C-韩国地址,-117->-118,1
2026-03-27 17:25:03,C-韩国地址,-118->-121,3
2026-03-27 17:25:14,C-日本地址,-43->-44,1
2026-03-27 17:25:37,A-日本地址,-60->-61,1
2026-03-27 17:25:37,A-韩国地址,-168->-170,2
2026-03-27 17:25:48,B-韩国地址,-108->-112,4
2026-03-27 17:26:10,C-韩国地址,-121->-122,1
2026-03-27 17:26:43,A-韩国地址,-170->-172,2
2026-03-27 17:28:01,B-日本地址,-44->-45,1
2026-03-27 17:30:03,A-韩国地址,-172->-173,1
2026-03-27 17:31:04,A-韩国地址,-173->-177,4
2026-03-27 17:31:15,B-韩国地址,-112->-114,2
2026-03-27 17:31:37,C-韩国地址,-122->-125,3
2026-03-27 17:32:22,B-韩国地址,-114->-116,2
2026-03-27 17:32:44,C-韩国地址,-125->-126,1
2026-03-27 17:33:18,A-韩国地址,-177->-181,4
2026-03-27 17:33:29,B-韩国地址,-116->-118,2
2026-03-27 17:33:51,C-韩国地址,-126->-129,3
2026-03-27 17:34:13,B-中国地址,-13->-12,-1
2026-03-27 17:34:24,A-中国地址,-16->-14,-2
2026-03-27 17:34:36,B-韩国地址,-118->-116,-2
2026-03-27 17:34:58,C-中国地址,-16->-14,-2
2026-03-27 17:34:58,C-韩国地址,-129->-126,-3
2026-03-27 17:36:38,A-韩国地址,-181->-182,1
2026-03-27 17:36:49,B-韩国地址,-116->-117,1
2026-03-27 17:37:12,C-韩国地址,-126->-127,1
2026-03-27 17:37:45,A-日本地址,-61->-62,1
2026-03-27 17:37:56,B-日本地址,-45->-47,2
2026-03-27 17:38:30,C-日本地址,-44->-45,1
2026-03-27 17:41:50,C-日本地址,-45->-47,2
2026-03-27 17:42:12,A-日本地址,-62->-64,2
2026-03-27 17:42:23,B-日本地址,-47->-48,1
2026-03-27 17:44:48,C-国际地址,-12->-10,-2
2026-03-27 17:45:32,A-日本地址,-64->-65,1
2026-03-27 17:45:44,B-日本地址,-48->-49,1
2026-03-27 17:46:06,C-中国地址,-14->-16,2
2026-03-27 17:46:17,C-日本地址,-47->-48,1
2026-03-27 17:48:21,C-韩国地址,-127->-130,3
2026-03-27 17:48:54,A-韩国地址,-182->-185,3
2026-03-27 17:49:06,B-韩国地址,-117->-120,3
2026-03-27 17:50:02,A-中国地址,-14->-13,-1
2026-03-27 17:50:35,C-中国地址,-16->-14,-2
2026-03-27 17:51:43,C-中国地址,-14->-16,2
2026-03-27 17:51:43,C-韩国地址,-130->-127,-3
2026-03-27 17:52:16,A-韩国地址,-185->-182,-3
2026-03-27 17:52:28,B-韩国地址,-120->-117,-3
2026-03-27 17:53:25,A-日本地址,-65->-66,1
2026-03-27 17:54:32,A-日本地址,-66->-68,2
2026-03-27 17:57:55,A-韩国地址,-182->-183,1
2026-03-27 17:59:13,C-国际地址,-10->-13,3
2026-03-27 17:59:25,A-国际地址,-16->-18,2
2026-03-27 17:59:25,B-国际地址,-12->-14,2
2026-03-27 18:04:07,C-韩国地址,-127->-126,-1
2026-03-27 18:04:41,A-日本地址,-68->-69,1
2026-03-27 18:04:41,A-韩国地址,-183->-182,-1
2026-03-27 18:04:52,B-韩国地址,-117->-116,-1
2026-03-27 18:05:15,C-韩国地址,-126->-127,1
2026-03-27 18:06:22,C-韩国地址,-127->-129,2
2026-03-27 18:06:56,A-日本地址,-69->-68,-1
2026-03-27 18:07:08,B-日本地址,-49->-48,-1
2026-03-27 18:07:41,C-日本地址,-48->-47,-1
2026-03-27 18:08:04,A-韩国地址,-182->-183,1
2026-03-27 18:08:15,B-韩国地址,-116->-117,1
2026-03-27 18:08:38,C-中国地址,-16->-14,-2
2026-03-27 18:08:38,C-韩国地址,-129->-130,1
2026-03-27 18:09:12,A-韩国地址,-183->-185,2
2026-03-27 18:09:23,B-韩国地址,-117->-118,1
2026-03-27 18:10:20,A-韩国地址,-185->-191,6
2026-03-27 18:10:31,B-韩国地址,-118->-123,5
2026-03-27 18:10:54,C-韩国地址,-130->-135,5
2026-03-27 18:11:21,A-韩国地址,-191->-186,-5
2026-03-27 18:11:33,B-韩国地址,-123->-120,-3
2026-03-27 18:11:55,C-韩国地址,-135->-131,-4
2026-03-27 18:13:03,C-韩国地址,-131->-133,2
2026-03-27 18:13:36,A-韩国地址,-186->-187,1
2026-03-27 18:19:15,A-韩国地址,-187->-186,-1
2026-03-27 18:21:41,B-日本地址,-48->-49,1
2026-03-27 18:25:27,C-韩国地址,-133->-134,1
2026-03-27 18:27:19,A-国际地址,-18->-17,-1
2026-03-27 18:27:53,B-国际地址,-14->-13,-1
2026-03-27 18:27:53,C-国际地址,-13->-12,-1
2026-03-27 18:36:09,A-韩国地址,-186->-187,1
2026-03-27 18:36:20,B-韩国地址,-120->-121,1
2026-03-27 18:36:43,C-韩国地址,-134->-135,1
2026-03-27 18:38:24,A-日本地址,-68->-70,2
2026-03-27 18:39:43,B-韩国地址,-121->-122,1
2026-03-27 18:40:05,C-韩国地址,-135->-136,1
2026-03-27 18:40:40,A-韩国地址,-187->-188,1
2026-03-27 18:40:51,B-韩国地址,-122->-123,1
2026-03-27 18:41:14,C-韩国地址,-136->-138,2
2026-03-27 18:41:59,B-韩国地址,-123->-125,2
2026-03-27 18:42:22,C-韩国地址,-138->-139,1
2026-03-27 18:42:55,A-韩国地址,-188->-190,2
2026-03-27 18:43:07,B-韩国地址,-125->-126,1
2026-03-27 18:44:15,B-韩国地址,-126->-127,1
2026-03-27 18:44:37,C-韩国地址,-139->-140,1
2026-03-27 18:45:11,A-韩国地址,-190->-191,1
2026-03-27 18:48:01,C-韩国地址,-140->-142,2
2026-03-27 18:49:31,B-中国地址,-12->-10,-2
2026-03-27 18:49:42,A-中国地址,-13->-12,-1
2026-03-27 18:50:16,C-中国地址,-14->-13,-1
2026-03-27 18:57:37,A-韩国地址,-191->-192,1
2026-03-27 18:57:48,B-韩国地址,-127->-129,2
2026-03-27 18:58:11,C-韩国地址,-142->-143,1
2026-03-27 18:59:19,C-韩国地址,-143->-144,1
2026-03-27 18:59:53,A-韩国地址,-192->-194,2
2026-03-27 19:00:04,B-韩国地址,-129->-130,1
2026-03-27 19:01:01,A-韩国地址,-194->-195,1
2026-03-27 19:02:42,C-韩国地址,-144->-146,2
2026-03-27 19:03:16,A-韩国地址,-195->-198,3
2026-03-27 19:06:40,A-日本地址,-70->-71,1
2026-03-27 19:07:47,A-韩国地址,-198->-199,1
2026-03-27 19:12:14,A-韩国地址,-199->-201,2
2026-03-27 19:12:26,B-韩国地址,-130->-133,3
2026-03-27 19:12:59,C-韩国地址,-146->-148,2
2026-03-27 19:14:30,A-韩国地址,-201->-200,-1
2026-03-27 19:14:41,B-韩国地址,-133->-131,-2
2026-03-27 19:15:15,C-韩国地址,-148->-147,-1
2026-03-27 19:16:46,A-韩国地址,-200->-199,-1
2026-03-27 19:17:31,C-韩国地址,-147->-146,-1
2026-03-27 19:19:47,C-中国地址,-13->-12,-1
2026-03-27 19:20:32,B-国际地址,-13->-14,1
2026-03-27 19:20:43,A-国际地址,-17->-18,1
2026-03-27 19:21:17,C-国际地址,-12->-13,1
2026-03-27 19:22:03,C-韩国地址,-146->-147,1
2026-03-27 19:23:34,A-日本地址,-71->-73,2
2026-03-27 19:26:59,A-韩国地址,-199->-200,1
2026-03-27 19:34:44,C-日本地址,-47->-48,1
2026-03-27 19:34:55,A-日本地址,-73->-74,1
2026-03-27 19:35:06,B-日本地址,-49->-52,3
2026-03-27 19:35:40,C-日本地址,-48->-49,1
2026-03-27 19:36:03,A-日本地址,-74->-75,1
2026-03-27 19:37:46,C-韩国地址,-147->-148,1
2026-03-27 19:38:20,A-韩国地址,-200->-201,1
2026-03-27 19:38:32,B-韩国地址,-131->-133,2
2026-03-27 19:39:05,C-日本地址,-49->-51,2
2026-03-27 19:39:28,A-日本地址,-75->-77,2
2026-03-27 19:44:01,A-韩国地址,-201->-203,2
2026-03-27 19:44:01,B-韩国地址,-133->-134,1
2026-03-27 19:44:24,C-韩国地址,-148->-149,1
2026-03-27 19:45:09,A-日本地址,-77->-78,1
2026-03-27 19:47:25,A-日本地址,-78->-81,3
2026-03-27 19:54:24,C-中国地址,-12->-13,1
2026-03-27 19:55:21,A-中国地址,-12->-13,1
2026-03-27 19:55:21,A-韩国地址,-203->-204,1
2026-03-27 19:58:35,B-日本地址,-52->-53,1
2026-03-27 19:58:47,A-日本地址,-81->-82,1
2026-03-27 19:59:21,C-日本地址,-51->-52,1
2026-03-27 20:00:07,C-韩国地址,-149->-151,2
2026-03-27 20:00:52,B-韩国地址,-134->-135,1
2026-03-27 20:01:04,A-韩国地址,-204->-205,1
2026-03-27 20:02:24,C-韩国地址,-151->-152,1
2026-03-27 20:06:46,A-国际地址,-18->-19,1
2026-03-27 20:06:46,B-国际地址,-14->-16,2
2026-03-27 20:07:42,C-国际地址,-13->-14,1
2026-03-27 20:11:05,B-日本地址,-53->-55,2
2026-03-27 20:11:16,A-日本地址,-82->-83,1
2026-03-27 20:11:50,C-日本地址,-52->-53,1
2026-03-27 20:17:48,B-日本地址,-55->-57,2
2026-03-27 20:17:59,A-日本地址,-83->-86,3
2026-03-27 20:18:32,C-日本地址,-53->-55,2
2026-03-27 20:18:43,C-韩国地址,-152->-153,1
2026-03-27 20:19:06,A-日本地址,-86->-87,1
2026-03-27 20:19:06,A-韩国地址,-205->-207,2
2026-03-27 20:19:40,C-日本地址,-55->-56,1
2026-03-27 20:20:02,B-日本地址,-57->-58,1
2026-03-27 20:29:44,C-日本地址,-56->-57,1
2026-03-27 20:30:07,B-日本地址,-58->-60,2
2026-03-27 20:30:18,A-日本地址,-87->-88,1
2026-03-27 20:32:32,A-日本地址,-88->-90,2
2026-03-27 20:33:06,C-日本地址,-57->-58,1
2026-03-27 20:33:28,B-日本地址,-60->-62,2
2026-03-27 20:33:40,A-日本地址,-90->-91,1
2026-03-27 20:33:40,A-韩国地址,-207->-208,1
2026-03-27 20:34:13,C-日本地址,-58->-60,2
2026-03-27 20:37:02,A-日本地址,-91->-92,1
2026-03-27 20:37:36,C-韩国地址,-153->-155,2
2026-03-27 20:49:23,A-韩国地址,-208->-207,-1
2026-03-27 20:50:19,B-韩国地址,-135->-136,1
2026-03-27 20:50:30,A-韩国地址,-207->-208,1
2026-03-27 20:51:37,A-日本地址,-92->-94,2
2026-03-27 20:52:00,C-日本地址,-60->-61,1
2026-03-27 20:52:11,B-日本地址,-62->-64,2
2026-03-27 20:52:44,A-日本地址,-94->-95,1
2026-03-27 20:53:07,C-日本地址,-61->-62,1
2026-03-27 20:53:18,B-日本地址,-64->-65,1
2026-03-27 20:53:52,A-日本地址,-95->-96,1
2026-03-27 20:54:59,A-日本地址,-96->-97,1
2026-03-27 20:55:21,C-日本地址,-62->-64,2
2026-03-27 20:56:06,A-日本地址,-97->-99,2
2026-03-27 20:56:28,B-日本地址,-65->-66,1
2026-03-27 20:57:13,A-日本地址,-99->-100,1
2026-03-27 20:57:35,B-日本地址,-66->-68,2
2026-03-27 20:57:35,C-日本地址,-64->-65,1
2026-03-27 20:59:27,A-日本地址,-100->-101,1
2026-03-27 21:00:35,A-日本地址,-101->-103,2
2026-03-27 21:01:42,A-日本地址,-103->-104,1
2026-03-27 21:02:04,B-日本地址,-68->-69,1
2026-03-27 21:02:04,C-日本地址,-65->-66,1
2026-03-27 21:02:49,A-韩国地址,-208->-209,1
2026-03-27 21:03:00,C-韩国地址,-155->-156,1
2026-03-27 21:03:23,B-韩国地址,-136->-138,2
2026-03-27 21:03:56,A-韩国地址,-209->-211,2
2026-03-27 21:04:07,C-韩国地址,-156->-155,-1
2026-03-27 21:04:30,B-韩国地址,-138->-136,-2
2026-03-27 21:05:03,A-韩国地址,-211->-209,-2
2026-03-27 21:05:37,B-韩国地址,-136->-135,-1
2026-03-27 21:06:10,A-中国地址,-13->-14,1
2026-03-27 21:06:10,A-韩国地址,-209->-205,-4
2026-03-27 21:06:22,C-韩国地址,-155->-152,-3
2026-03-27 21:08:26,A-韩国地址,-205->-207,2
2026-03-27 21:08:26,C-韩国地址,-152->-153,1
2026-03-27 21:09:33,A-日本地址,-104->-103,-1
2026-03-27 21:09:33,A-韩国地址,-207->-205,-2
2026-03-27 21:09:33,B-日本地址,-69->-68,-1
2026-03-27 21:09:33,C-韩国地址,-153->-152,-1
2026-03-27 21:09:55,C-日本地址,-66->-65,-1
2026-03-27 21:10:40,A-韩国地址,-205->-207,2
2026-03-27 21:10:40,C-韩国地址,-152->-153,1
2026-03-27 21:11:02,B-韩国地址,-135->-136,1
2026-03-27 21:13:51,C-韩国地址,-153->-155,2
2026-03-27 21:14:03,A-韩国地址,-207->-208,1
2026-03-27 21:14:25,B-韩国地址,-136->-138,2
2026-03-27 21:20:26,B-日本地址,-68->-69,1
2026-03-27 21:20:49,A-日本地址,-103->-104,1
2026-03-27 21:31:30,C-韩国地址,-155->-156,1
2026-03-27 21:45:22,C-日本地址,-65->-66,1
2026-03-27 21:45:33,A-日本地址,-104->-105,1
2026-03-27 21:45:44,A-国际地址,-19->-18,-1
2026-03-27 21:53:25,A-日本地址,-105->-107,2
2026-03-27 21:55:40,A-韩国地址,-208->-211,3
2026-03-27 21:57:20,A-国际地址,-18->-19,1
2026-03-27 21:57:53,A-日本地址,-107->-108,1
2026-03-27 22:02:20,A-日本地址,-108->-109,1
2026-03-27 22:03:04,C-日本地址,-66->-68,2
2026-03-27 22:04:33,B-韩国地址,-138->-139,1
2026-03-27 22:06:01,A-国际地址,-19->-18,-1
2026-03-27 22:06:01,C-国际地址,-14->-13,-1
2026-03-27 22:06:12,B-国际地址,-16->-14,-2
2026-03-27 22:06:46,A-日本地址,-109->-110,1
2026-03-27 22:06:46,A-韩国地址,-211->-213,2
2026-03-27 22:06:46,B-韩国地址,-139->-140,1
2026-03-27 22:06:46,C-韩国地址,-156->-157,1
2026-03-27 22:07:53,A-日本地址,-110->-112,2
2026-03-27 22:07:53,A-韩国地址,-213->-214,1
2026-03-27 22:08:37,C-日本地址,-68->-69,1
2026-03-27 22:08:59,A-日本地址,-112->-113,1
2026-03-27 22:09:22,B-日本地址,-69->-70,1
2026-03-27 22:10:06,A-日本地址,-113->-114,1
2026-03-27 22:10:06,A-韩国地址,-214->-216,2
2026-03-27 22:10:06,B-韩国地址,-140->-142,2
2026-03-27 22:10:06,C-韩国地址,-157->-159,2
2026-03-27 22:12:19,A-日本地址,-114->-116,2
2026-03-27 22:25:44,A-韩国地址,-216->-213,-3
2026-03-27 22:25:44,B-韩国地址,-142->-140,-2
2026-03-27 22:25:44,C-韩国地址,-159->-157,-2
2026-03-27 22:29:06,A-韩国地址,-213->-214,1
2026-03-27 22:30:02,C-韩国地址,-157->-159,2
2026-03-27 22:30:36,B-日本地址,-70->-71,1
2026-03-27 22:30:47,C-日本地址,-69->-70,1
2026-03-27 22:31:21,A-日本地址,-116->-117,1
2026-03-27 22:33:14,C-韩国地址,-159->-157,-2
2026-03-27 22:33:36,A-韩国地址,-214->-213,-1
2026-03-27 22:34:21,C-韩国地址,-157->-159,2
2026-03-27 22:34:44,A-韩国地址,-213->-214,1
2026-03-27 22:34:44,B-韩国地址,-140->-142,2
2026-03-27 22:39:34,B-日本地址,-71->-73,2
2026-03-27 22:39:45,C-日本地址,-70->-71,1
2026-03-27 22:40:18,A-日本地址,-117->-120,3
2026-03-27 22:40:40,B-日本地址,-73->-74,1
2026-03-27 22:40:51,C-日本地址,-71->-73,2
2026-03-27 22:41:24,A-韩国地址,-214->-216,2
2026-03-27 22:43:37,B-韩国地址,-142->-143,1
2026-03-27 22:44:44,A-韩国地址,-216->-217,1
2026-03-27 22:45:51,A-韩国地址,-217->-214,-3
2026-03-27 22:46:57,A-日本地址,-120->-121,1
2026-03-27 22:47:19,B-日本地址,-74->-75,1
2026-03-27 22:47:30,C-日本地址,-73->-74,1
